Filename,Detected Classes
speed-22-20240704-1849570.jpg,car,221.07611,84.81659
speed-24-20240704-1701323.jpg,truck,214.8275,84.767365
speed-42-20240704-1537078.jpg,car,162.41571,53.863617
speed-42-20240704-1537078.jpg,cat,19.753052,22.069519
speed-25-20240704-1609125.jpg,car,132.07208,71.1127
speed-31-20240704-1638535.jpg,motorcycle,86.10324,52.848724
speed-31-20240704-1638535.jpg,person,45.47586,61.472443
speed-38-20240704-1323307.jpg,car,188.87372,72.02707
speed-36-20240704-2011575.jpg,car,174.40842,67.08609
speed-25-20240704-1249251.jpg,car,163.47711,64.20261
speed-39-20240704-1718258.jpg,truck,213.35812,77.22604
speed-39-20240704-1812350.jpg,car,151.86465,58.08026
speed-36-20240704-1519467.jpg,truck,191.5115,71.96521
speed-39-20240704-1255187.jpg,car,190.1388,77.76825
speed-26-20240704-1432258.jpg,car,172.0362,76.78549
speed-33-20240704-1302180.jpg,car,182.6997,72.694244
speed-33-20240704-1302180.jpg,person,23.371521,16.590027
speed-42-20240704-1220207.jpg,car,200.24088,73.93225
speed-37-20240704-2026193.jpg,car,208.4112,86.23627
speed-45-20240704-1800219.jpg,car,188.11981,70.27606
speed-34-20240704-1706380.jpg,truck,411.6068,155.53229
speed-34-20240704-1706380.jpg,truck,101.64792,95.66629
speed-22-20240704-1026440.jpg,car,164.55817,68.198456
speed-46-20240704-1216313.jpg,truck,221.92703,73.59845
speed-46-20240704-1216313.jpg,car,203.59467,76.932526
speed-26-20240704-1718233.jpg,car,153.99094,55.14319
speed-39-20240704-1913338.jpg,car,206.37082,84.21503
speed-24-20240704-1230255.jpg,car,206.32942,72.28424
speed-33-20240704-1656487.jpg,car,174.22499,72.94339
speed-29-20240704-1435441.jpg,car,195.67722,66.23367
speed-22-20240704-1122381.jpg,car,192.50636,77.181854
speed-33-20240704-1352364.jpg,car,187.03708,65.82626
speed-35-20240704-1634024.jpg,car,142.69653,64.43811
speed-28-20240704-1109067.jpg,motorcycle,87.166504,55.155
speed-32-20240704-1825170.jpg,truck,199.3255,71.06418
speed-24-20240704-1252375.jpg,car,245.2361,87.85333
speed-28-20240704-1335040.jpg,truck,250.1546,87.80075
speed-39-20240704-1713090.jpg,car,164.96701,63.152496
speed-39-20240704-1450111.jpg,car,157.66888,55.865814
speed-32-20240704-1318379.jpg,truck,210.58792,77.54886
speed-22-20240704-1110482.jpg,car,209.3294,80.36087
speed-44-20240704-1657473.jpg,car,156.74716,61.430542
speed-39-20240704-1806091.jpg,car,150.42316,57.741608
speed-33-20240704-1514180.jpg,car,221.61398,89.46985
speed-39-20240704-1619219.jpg,truck,222.75702,80.93341
speed-28-20240704-2013591.jpg,car,53.25815,39.238983
speed-44-20240704-1639427.jpg,car,229.77039,82.68115
speed-33-20240704-1127030.jpg,truck,230.19531,87.59656
speed-35-20240704-1022352.jpg,car,150.99585,62.905792
speed-22-20240704-1949411.jpg,car,177.62888,62.75467
speed-42-20240704-1832359.jpg,truck,263.6956,85.90173
speed-42-20240704-1832359.jpg,car,230.24353,85.17529
speed-29-20240704-2018249.jpg,car,184.07704,74.70126
speed-35-20240704-1437033.jpg,car,190.9627,65.21005
speed-26-20240704-1122487.jpg,car,173.6705,68.180664
speed-41-20240704-1251394.jpg,car,160.37329,68.08847
speed-30-20240704-1133464.jpg,car,176.7104,72.095
speed-35-20240704-1601288.jpg,car,169.59265,68.78403
speed-51-20240704-1628032.jpg,truck,210.25787,83.46231
speed-25-20240704-1444467.jpg,car,203.34769,79.09039
speed-39-20240704-1940205.jpg,car,173.67361,79.43878
speed-39-20240704-1940205.jpg,person,52.616577,100.41031
speed-25-20240704-1758141.jpg,car,175.9303,68.6926
speed-31-20240704-1306413.jpg,car,177.65253,70.39032
speed-32-20240704-1758187.jpg,car,172.34683,58.33087
speed-34-20240704-1427526.jpg,car,172.27795,59.50067
speed-38-20240704-1555222.jpg,car,182.53497,72.007416
speed-29-20240704-1109576.jpg,car,234.1553,82.437775
speed-39-20240704-1024274.jpg,car,146.29001,61.77948
speed-29-20240704-1133417.jpg,motorcycle,82.88901,46.37796
speed-29-20240704-1133417.jpg,person,22.234497,28.07962
speed-29-20240704-1133417.jpg,person,37.827362,49.992798
speed-44-20240704-2014321.jpg,car,171.59103,75.941345
speed-44-20240704-1539266.jpg,car,167.2063,70.82193
speed-44-20240704-1539266.jpg,cat,18.89447,21.717346
speed-32-20240704-1634539.jpg,car,180.77756,68.773315
speed-43-20240704-1725274.jpg,car,173.46744,59.361084
speed-38-20240704-1422294.jpg,motorcycle,86.62921,45.594208
speed-38-20240704-1422294.jpg,person,16.94162,34.15442
speed-38-20240704-1422294.jpg,person,26.800629,47.58966
speed-38-20240704-1422294.jpg,cat,30.743408,31.90268
speed-25-20240704-1750092.jpg,car,157.47327,67.203766
